name,brand_name,regular_price_value,offer_price_value,currency,classification_l1,classification_l2,classification_l3,classification_l4,image_url
Relaxed Roll-Neck Jumper,,129,39,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0809205_003_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909091034]&call=url[file:/product/style]
Water-Repellent Pile Cap,,30,30,GBP,baby & child,children's shoes,girls' shoes  boots & trainers,,https://lp.arket.com/app006prod?set=source[02_0561186_009_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910071543]&call=url[file:/product/style]
Leather Shirt,,425,425,GBP,women,women's watches,,,https://lp.arket.com/app006prod?set=source[01_0717637_002_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201907260207]&call=url[file:/product/style]
Down Puffer Jacket,,290,290,GBP,women,women's coats & jackets,,,https://lp.arket.com/app006prod?set=source[01_0777363_001_5] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909061554]&call=url[file:/product/style]
Woven Cashmere Scarf,,79,79,GBP,women,women's hats  gloves & scarves,,,https://lp.arket.com/app006prod?set=source[01_0664785_004_5] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909101034]&call=url[file:/product/style]
Nylon Camera Bag,,99,50,GBP,women,handbags  bags & purses,,,https://lp.arket.com/app006prod?set=source[01_0506392_017_5] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201910021314]&call=url[file:/product/style]
Wool Blend Pullover Shirt,,138,69,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[01_0784412_003_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201910161154]&call=url[file:/product/style]
Wool Herringbone Belted Coat,,290,290,GBP,women,women's coats & jackets,,,https://lp.arket.com/app006prod?set=source[01_0803504_001_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909171645]&call=url[file:/product/style]
Leather Key Holder,,30,30,GBP,men,men's accessories,men's watches,,https://lp.arket.com/app006prod?set=source[02_0758708_001_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910181425]&call=url[file:/product/style]
Alpaca Wool Blend Jumper,,119,119,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0662218_006_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201910281714]&call=url[file:/product/style]
Relaxed Cashmere Roll-Neck Jumper,,290,290,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0822814_001_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909271204]&call=url[file:/product/style]
Wool Workwear Jacket,,275,275,GBP,men,men's coats & jackets,,,https://lp.arket.com/app006prod?set=source[01_0764962_001_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909171645]&call=url[file:/product/style]
Water-Repellent Padded Parka,,119,119,GBP,baby & child,children's shoes,girls' shoes  boots & trainers,,https://lp.arket.com/app006prod?set=source[02_0798566_001_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201909050914]&call=url[file:/product/style]
Merino Leggings,,30,30,GBP,women,women's trousers & leggings,,,https://lp.arket.com/app006prod?set=source[02_0782416_001_2] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910221225]&call=url[file:/product/style]
Tapered Satin Trousers,,119,60,GBP,women,women's trousers & leggings,,,https://lp.arket.com/app006prod?set=source[01_0804268_001_5] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201910081104]&call=url[file:/product/style]
Alpaca Wool Blend Jumper,,119,119,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0662218_007_148] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[2019091]&call=url[file:/product/style]
Candlestick Holder,,34,17,GBP,home & garden,candles & home fragrance,candle holders,,https://lp.arket.com/app006prod?set=source[02_0653853_002_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201909051703]&call=url[file:/product/style]
Merino Blend Roll Neck,,119,119,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0770360_005_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909271204]&call=url[file:/product/style]
Turtle Bags String Bag,,7,7,GBP,women,handbags  bags & purses,,,https://lp.arket.com/app006prod?set=source[02_0545316_006_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[2019092]&call=url[file:/product/style]
Crew-Neck Sweatshirt,,18,18,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[02_0491708_034_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910221204]&call=url[file:/product/style]
Wrap Jacket,,22,7,GBP,women,women's coats & jackets,,,https://lp.arket.com/app006prod?set=source[02_0731400_002_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201911131103]&call=url[file:/product/style]
Embroidered Sweatshirt,,34,17,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[02_0784718_001_2] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910231604]&call=url[file:/product/style]
Shirt 5 Corduroy,,99,50,GBP,men,men's shirts,,,https://lp.arket.com/app006prod?set=source[01_0665915_008_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908121603]&call=url[file:/product/style]
Polka Dot Lyocell Blouse,,30,9,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[02_0696459_002_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908091434]&call=url[file:/product/style]
Quilted Liner Vest,,69,69,GBP,men,men's accessories,men's watches,,https://lp.arket.com/app006prod?set=source[01_0644950_015_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909271204]&call=url[file:/product/style]
Oversized Poplin Shirt,,79,79,GBP,men,men's shirts,,,https://lp.arket.com/app006prod?set=source[01_0810387_001_1] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201906251003]&call=url[file:/product/style]
Oversized Wool Hopsack Blazer,,199,199,GBP,women,women's coats & jackets,,,https://lp.arket.com/app006prod?set=source[01_0801690_001_5] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909021605]&call=url[file:/product/style]
Wool Pile Scarf,,79,40,GBP,women,women's hats  gloves & scarves,,,https://lp.arket.com/app006prod?set=source[01_0784979_001_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911141703]&call=url[file:/product/style]
Alpaca & Merino Cardigan,,119,83,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0584165_007_124] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[2019091]&call=url[file:/product/style]
Pinstripe Melton Wool Blazer,,199,100,GBP,women,women's coats & jackets,,,https://lp.arket.com/app006prod?set=source[01_0821313_001_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201910290804]&call=url[file:/product/style]
Klippan Wool Blanket,klippan,69,69,GBP,home & garden,bedding,throws  blankets & bedspreads,,https://lp.arket.com/app006prod?set=source[02_0515715_012_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201907251614]&call=url[file:/product/style]
Hestra Leather Wool Tricot Gloves,hestra,90,90,GBP,men,men's accessories,men's hats  gloves & scarves,,https://lp.arket.com/app006prod?set=source[02_0544548_005_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908231535]&call=url[file:/product/style]
Pile Mittens,,42,42,GBP,women,women's hats  gloves & scarves,,,https://lp.arket.com/app006prod?set=source[02_0804849_001_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908231544]&call=url[file:/product/style]
Tweed Overcoat,,349,175,GBP,men,men's coats & jackets,,,https://lp.arket.com/app006prod?set=source[01_0764964_001_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908202327]&call=url[file:/product/style]
Merino Wrap Top,,34,34,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[02_0782414_001_2] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910251654]&call=url[file:/product/style]
Checked Wool Scarf,,99,99,GBP,women,women's hats  gloves & scarves,,,https://lp.arket.com/app006prod?set=source[01_0838987_001_5] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201910231625]&call=url[file:/product/style]
Alpaca & Merino Cardigan,,119,119,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0584165_012_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911221655]&call=url[file:/product/style]
Embroidered Trousers,,34,17,GBP,women,women's trousers & leggings,,,https://lp.arket.com/app006prod?set=source[02_0826237_002_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910031725]&call=url[file:/product/style]
Nylon Down Cap,,59,30,GBP,men,men's accessories,men's hats  gloves & scarves,,https://lp.arket.com/app006prod?set=source[02_0759792_001_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201907041043]&call=url[file:/product/style]
Heavy Knit Spray Dye Jumper,,129,39,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0831516_001_5] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911291444]&call=url[file:/product/style]
Cotton Cashmere Leggings,,30,30,GBP,women,women's trousers & leggings,,,https://lp.arket.com/app006prod?set=source[02_0790905_001_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910311624]&call=url[file:/product/style]
Ribbed Jersey Beanie,,11,6,GBP,sport & leisure,men's clothing,men's sports outerwear,,https://lp.arket.com/app006prod?set=source[02_0666958_008_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908291203]&call=url[file:/product/style]
Turtle Bags String Bag,,7,7,GBP,women,handbags  bags & purses,,,https://lp.arket.com/app006prod?set=source[02_0545316_001_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[2019092]&call=url[file:/product/style]
Woven Wool Scarf,,49,15,GBP,men,men's accessories,men's hats  gloves & scarves,,https://lp.arket.com/app006prod?set=source[01_0486160_021_1] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201906271344]&call=url[file:/product/style]
Oversized Fishtail Parka,,255,255,GBP,women,women's coats & jackets,,,https://lp.arket.com/app006prod?set=source[01_0596182_007_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908261213]&call=url[file:/product/style]
Denim Dungaree,,49,25,GBP,women,women's jumpsuits & playsuits,,,https://lp.arket.com/app006prod?set=source[02_0757503_001_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201909201734]&call=url[file:/product/style]
REGULAR Jeans,,59,59,GBP,women,women's jeans,,,https://lp.arket.com/app006prod?set=source[01_0738219_001_023] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[2019091]&call=url[file:/product/style]
Woven Wool Scarf,,49,25,GBP,men,men's accessories,men's hats  gloves & scarves,,https://lp.arket.com/app006prod?set=source[01_0486160_006_5] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909121723]&call=url[file:/product/style]
Drop-Waist Satin Dress,,129,39,GBP,women,women's dresses,,,https://lp.arket.com/app006prod?set=source[01_0833588_001_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911221655]&call=url[file:/product/style]
Cotton Cashmere Newborn Mittens,,14.5,4,GBP,women,women's hats  gloves & scarves,,,https://lp.arket.com/app006prod?set=source[02_0690165_002_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910231604]&call=url[file:/product/style]
Over-The-Knee Leather Boots,,490,490,GBP,women,womens shoes  boots & trainers,,,https://lp.arket.com/app006prod?set=source[01_0842179_001_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911011044]&call=url[file:/product/style]
Alpaca Blend Jumper,,119,60,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0526602_014_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908020207]&call=url[file:/product/style]
Medium Garment Case,,18,18,GBP,sport & leisure,suitcases  bags & accessories,suitcases  bags & accessories-nch,travel & luggage accessories,https://lp.arket.com/app006prod?set=source[02_0484926_001_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[2018081]&call=url[file:/product/style]
REGULAR Jeans,,79,40,GBP,women,women's jeans,,,https://lp.arket.com/app006prod?set=source[01_0766990_001_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201906140205]&call=url[file:/product/style]
Alpaca Blend Jumper,,49,25,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[02_0624430_004_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910091724]&call=url[file:/product/style]
Boiled Merino Jumper,,129,65,GBP,men,men's jumpers & cardigans,,,https://lp.arket.com/app006prod?set=source[01_0780077_001_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908020207]&call=url[file:/product/style]
Alpaca Wool Blend Jumper,,119,36,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0662218_010_1] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908090205]&call=url[file:/product/style]
Alpaca Wool Jumper,,79,79,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0683923_001_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201910110214]&call=url[file:/product/style]
French Terry Sweatshirt,,69,35,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[01_0765893_001_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908202327]&call=url[file:/product/style]
Cotton Cashmere Beanie,,18,9,GBP,men,men's accessories,men's hats  gloves & scarves,,https://lp.arket.com/app006prod?set=source[02_0668567_003_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908231104]&call=url[file:/product/style]
Half-Zip Merino Bib,,99,99,GBP,baby & child,feeding & healthcare,bibs,,https://lp.arket.com/app006prod?set=source[01_0808761_001_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908231525]&call=url[file:/product/style]
Cashmere Knitted Trousers,,160,160,GBP,women,women's trousers & leggings,,,https://lp.arket.com/app006prod?set=source[01_0636367_007_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911221655]&call=url[file:/product/style]
Leather Belt,,59,59,GBP,men,men's accessories,men's belts,,https://lp.arket.com/app006prod?set=source[02_0802805_001_2] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201907091034]&call=url[file:/product/style]
Slim Stretch Wool Blend Trousers,,119,60,GBP,women,women's trousers & leggings,,,https://lp.arket.com/app006prod?set=source[01_0811108_001_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908231055]&call=url[file:/product/style]
Merino Blend Overshirt,,138,69,GBP,men,men's shirts,,,https://lp.arket.com/app006prod?set=source[01_0766386_005_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908301333]&call=url[file:/product/style]
Denim Jacket,,145,73,GBP,men,men's coats & jackets,,,https://lp.arket.com/app006prod?set=source[01_0806805_001_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908291624]&call=url[file:/product/style]
Corduroy Dungaree,,42,42,GBP,men,men's trousers,,,https://lp.arket.com/app006prod?set=source[02_0755816_002_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908281714]&call=url[file:/product/style]
24-Hour Tote Bag,,69,35,GBP,women,handbags  bags & purses,,,https://lp.arket.com/app006prod?set=source[02_0642104_003_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[2018081]&call=url[file:/product/style]
Polka Dot Lyocell Dress,,34,10,GBP,women,women's dresses,,,https://lp.arket.com/app006prod?set=source[02_0755952_004_2] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201909091044]&call=url[file:/product/style]
Canvas Cap,,30,30,GBP,men,men's accessories,men's hats  gloves & scarves,,https://lp.arket.com/app006prod?set=source[02_0790729_013_2] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201909101104]&call=url[file:/product/style]
Tricotine Overshirt,,138,69,GBP,men,men's shirts,,,https://lp.arket.com/app006prod?set=source[01_0684496_002_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201910031725]&call=url[file:/product/style]
Printed Sweatpants,,22,7,GBP,baby & child,children's shoes,girls' shoes  boots & trainers,,https://lp.arket.com/app006prod?set=source[02_0829684_001_2] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908291423]&call=url[file:/product/style]
Corduroy Dungaree Dress,,49,49,GBP,baby & child,girls' clothes (2+ yrs),girls' dresses,,https://lp.arket.com/app006prod?set=source[02_0798654_001_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908281724]&call=url[file:/product/style]
Striped Long Sleeve,,18,9,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[02_0494699_026_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908261544]&call=url[file:/product/style]
Velvet Bow Alice Band,,11,6,GBP,electricals,smart watches & wearable tech,view all smart watches,,https://lp.arket.com/app006prod?set=source[02_0561220_007_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910031725]&call=url[file:/product/style]
Striped Socks,,6,6,GBP,baby & child,girls' clothes (2+ yrs),girls' socks,,https://lp.arket.com/app006prod?set=source[02_0618039_028_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201909101044]&call=url[file:/product/style]
Relaxed Roll-Neck Jumper,,129,129,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0809205_001_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908161424]&call=url[file:/product/style]
